DIGITAL_OBJECT - URL_TEXT,DIGITAL_OBJECT - URL,RECORD_URL,DESC,YEAR_DISPLAY,NAME,WILL_NO,YEAR,SHIP,PROPERTY,PROPERTY_INDEX,CORRES_SUBJ,SUBJ_SR,NAME_TITLE,NAME_RANK,NAME_SEE_ALSO,DESC_SR
CSO22/1/96 file number 1995,,https://stors.tas.gov.au/NI/1784514,Petitions from various persons for remission of sentences.,,"Sherwood, William",1995,1845,,,,,,,,,
CSO22/1/24 file number 1299|CSO22/1/24 file number 1300,|,https://stors.tas.gov.au/NI/1784520,Petitions from certain persons for remission of sentences.,,"Shipton, John","1299, 1300",1842,,,,,,,,,
CSO22/1/73 file number 1601,,https://stors.tas.gov.au/NI/1784522,Claim by T Shone for compensation for attending and giving evidence at the trial of E Cash and Pratt.,,"Shone, Thomas",1601,1843,,,,,,,,,
CSO22/1/26 file number 929,,https://stors.tas.gov.au/NI/1784525,Action against J Sherwin for damming the river Clyde above Hamilton.,,"Sibley, William",929,1842,,,,,,,,,
CSO22/1/37 file number 1206,,https://stors.tas.gov.au/NI/1784534,Applications for the position of Registrar of the Court of Requests Hobart.,,"Simmons, Charles John",1206,1842,,,,,,,,,
CSO22/1/140 file number 2888,,https://stors.tas.gov.au/NI/1784537,Establishment of a jury list for Norfolk Island.,,"Simmons, William Henry More",2888,1845,,,,,,,,,
CSO22/1/24 file number 1299|CSO22/1/24 file number 1300,|,https://stors.tas.gov.au/NI/1784539,Petitions from certain persons for remission of sentences.,,"Simpson, James","1299, 1300",1842,,,,,,,,,
CSO22/1/54 file number 1415,,https://stors.tas.gov.au/NI/1784541,Report on the necessity for immediate repairs to the old Nursery in Liverpool Street for the reception of female prisoners.,,"Simpson, Robert",1415,1843,,,,,,,,,
CSO22/1/56 file number 1458,,https://stors.tas.gov.au/NI/1784544,Petition by interested parties complaining of a proposed monopoly in the purchase of coal at Port Arthur for sale and delivery at Hobart.,,"Sinclair, George",1458,1843,,,,,,,,,
CSO22/1/95 file number 1995,,https://stors.tas.gov.au/NI/1784545,Petitions from various persons for remission of sentences.,,"Sinclair, George",1995,1844,,,,,,,,,
CSO22/1/131 file number 2772,,https://stors.tas.gov.au/NI/1784546,Application by G Sinclair for certain concessions at the market as coal contractor.,,"Sinclair, George",2772,1845,,,,,,,,,
CSO22/1/111 file number 2422,,https://stors.tas.gov.au/NI/1784547,Authority for the admission of J Sinclair and W Hewitt into the New Norfolk Asylum.,,"Sinclair, John",2422,1844,,,,,,,,,
CSO22/1/103 file number 2182,,https://stors.tas.gov.au/NI/1784550,Instructions for the disposal of R Singleton convicted of stealing.,,"Singleton, Richard",2182,1844,,,,,,,,,
CSO22/1/131 file number 2796,,https://stors.tas.gov.au/NI/1784560,Petition by T Slater for assistance from the Lieutenant Governor to gain him admission into the Greenwich Hospital.,,"Slater, Thomas",2796,1845,,,,,,,,,
CSO22/1/24 file number 1299|CSO22/1/24 file number 1300,|,https://stors.tas.gov.au/NI/1784562,Petitions from certain persons for remission of sentences.,,"Slaughter, James","1299, 1300",1842,,,,,,,,,
CSO22/1/8 file number 260,,https://stors.tas.gov.au/NI/1784564,"Application by J Barnard for the appointment of Mrs J Fosbrooke to the charge of the Nursery, Liverpool Street.",,"Slee, Harriett",260,1841,,,,,,,,,
CSO22/1/55 file number 1436,,https://stors.tas.gov.au/NI/1784566,Petition by J.H Smales for appointment as District Constable at Green Ponds.,,"Smales, Joseph A",1436,1843,,,,,,,,,
CSO22/1/101 file number 2135,,https://stors.tas.gov.au/NI/1784567,Request from England for information regarding N Smallby.,,"Smallby, Nicholas",2135,1844,,,,,,,,,
CSO22/1/96 file number 1995,,https://stors.tas.gov.au/NI/1784568,Petitions from various persons for remission of sentences.,,"Smeaton, William",1995,1845,,,,,,,,,
CSO22/1/140 file number 2912,,https://stors.tas.gov.au/NI/1784571,Instruction for the gratuitous attendance by Colonial Assistant Surgeon F.G Brock on the wife of T Smeed.,,"Smeed, Thomas",2912,1845,,,,,,,,,
CSO22/1/37 file number 1203,,https://stors.tas.gov.au/NI/1784573,Report on the need for a second Magistrate at Ross and Campbell Town.,,"Smith, Arthur",1203,1842,,,,,,,,,
CSO22/1/141 file number 2945,,https://stors.tas.gov.au/NI/1784574,Application by B Smith to be appointed Inspector for the prevention of illegal distillation in the Prosser's Plains district.,,"Smith, Benvenuto",2945,1845,,,,,,,,,
CSO22/1/56 file number 1458,,https://stors.tas.gov.au/NI/1784578,Petition by interested parties complaining of a proposed monopoly in the purchase of coal at Port Arthur for sale and delivery at Hobart.,,"Smith, Frederick",1458,1843,,,,,,,,,
CSO22/1/95 file number 1995,,https://stors.tas.gov.au/NI/1784581,Petitions from various persons for remission of sentences.,,"Smith, George",1995,1844,,,,,,,,,
CSO22/1/143 file number 3019,,https://stors.tas.gov.au/NI/1784582,Instructions for the disposal of the property of G Smith convicted of felony at Longford.,,"Smith, George",3019,1845,,,,,,,,,
CSO22/1/45 file number 5,,https://stors.tas.gov.au/NI/1784583,Petitions and recommendations for the issue of rations to destitute persons.,,"Smith, Henry",5,1841,,,,,,,,,
CSO22/1/87 file number 1852,,https://stors.tas.gov.au/NI/1784584,Petition by H Smith for a free passage to England.,,"Smith, Henry",1852,1843,,,,,,,,,
CSO22/1/6 file number 133,,https://stors.tas.gov.au/NI/1784588,Supply of piles from South Port for Franklin Wharf.,,"Smith, James",133,1841,,,,,,,,,
CSO22/1/70 file number 1547,,https://stors.tas.gov.au/NI/1784590,"Payment of expenses to E MacDowell for defending J Smith, charged with the murder of T Bovis.",,"Smith, James",1547,1843,,,,,,,,,
CSO22/1/10 file number 406,,https://stors.tas.gov.au/NI/1784597,"Proposals for the erection and administration of a branch Female House of Correction at the Convict Barracks, Brickfields.",,"Smith, John",406,1841,,,,,,,,,
CSO22/1/24 file number 1299|CSO22/1/24 file number 1300,|,https://stors.tas.gov.au/NI/1784598,Petitions from various persons for remission of sentences.,,"Smith, John","1299, 1300",1842,,,,,,,,,
CSO22/1/103 file number 2189,,https://stors.tas.gov.au/NI/1784601,Application for a hawker's and carrier's licence by J Smith.,,"Smith, John",2189,1844,,,,,,,,,
CSO22/1/139 file number 2291,,https://stors.tas.gov.au/NI/1784602,Instructions for the attendance of Medical officers on prisoners in lock ups and on constables and difficulties created by such instructions.,,"Smith, John",2291,1844,,,,,,,,,
CSO22/1/130 file number 2752,,https://stors.tas.gov.au/NI/1784603,Authority for the repayment to J Smith of money confiscated from him by the police.,,"Smith, John",2752,1844,,,,,,,,,
CSO22/1/96 file number 1995,,https://stors.tas.gov.au/NI/1784604,Petitions for various persons for remission of sentence.,,"Smith, John",1995,1845,,,,,,,,,
CSO22/1/140 file number 2918,,https://stors.tas.gov.au/NI/1784606,"Proposal for J. Smith to take charge, temporarily of the hospital at George Town.",,"Smith, John",2918,1845,,,,,,,,,
CSO22/1/136 file number 1995,,https://stors.tas.gov.au/NI/1784607,Petitions from various persons for remission of sentences.,,"Smith, John",1995,1845,,,,,,,,,
CSO22/1/10 file number 395,,https://stors.tas.gov.au/NI/1784609,Petitions of T. Lockett and G. Franks for remission of sentences.,,"Smith, Joshua",395,1841,,,,,,,,,
CSO22/1/43 file number 1399,,https://stors.tas.gov.au/NI/1784611,Application by M.L Smith for appointment to the position of Assistant Police Magistrate at Prosser's Plains.,,"Smith, Malcolm L",1399,1843,,,,,,,,,
CSO22/1/131 file number 2795,,https://stors.tas.gov.au/NI/1784615,"Petition by M.A Smith, widow of the late District Constable T Smith, for government assistance.",,"Smith, Mary Ann",2795,1845,,,,,,,,,
CSO22/1/28 file number 1007,,https://stors.tas.gov.au/NI/1784626,Appointment of J Cahill as Deputy Clerk of the Peace and Registrar of the Court of Requests for Oatlands District.,,"Smith, Ronald",1007,1842,,,,,,,,,
CSO22/1/93 file number 1995,,https://stors.tas.gov.au/NI/1784628,Petitions from various persons for remission of sentences.,,"Smith, Samuel",1995,1843,,,,,,,,,
CSO22/1/130 file number 2749,,https://stors.tas.gov.au/NI/1784633,Authority for the payment to their widows of salary due to T Smith and J Williams.,,"Smith, Thomas",2749,1844,,,,,,,,,
CSO22/1/131 file number 2795,,https://stors.tas.gov.au/NI/1784634,"Petition by M.A Smith, widow of the late District Constable T Smith, for government assistance.",,"Smith, Thomas",2795,1845,,,,,,,,,
CSO22/1/131 file number 2806,,https://stors.tas.gov.au/NI/1784635,Acceptance of a tender by T. Smith to cart stones from the Quarry to the Wharf for use at Swan Island.,,"Smith, Thomas",2806,1845,,,,,,,,,
CSO22/1/11 file number 463|CSO22/1/11 file number 464,|,https://stors.tas.gov.au/NI/1784639,Various petitions for remission of sentences and other indulgences.,,"Smith, William","463, 464",1841,,,,,,,,,
CSO22/1/104 file number 2196,,https://stors.tas.gov.au/NI/1784642,Applications from various persons for Public Entertainment Licences.,,"Smith, William",2196,1844,,,,,,,,,
CSO22/1/101 file number 2129,,https://stors.tas.gov.au/NI/1784643,Plans for the repair and strengthening of the Watch House at Hamilton and report of escapes from it.,,"Smith, William",2129,1844,,,,,,,,,
CSO22/1/130 file number 2726,,https://stors.tas.gov.au/NI/1784645,Request by W. Smith for information about a petition from him for certain money.,,"Smith, William",2726,1844,,,,,,,,,
CSO22/1/140 file number 2921,,https://stors.tas.gov.au/NI/1784649,Proposals for the relief of the detachment stationed on Tasman's Peninsula.,,"Snodgrass, John",2921,1845,,,,,,,,,
CSO22/1/128 file number 2653,,https://stors.tas.gov.au/NI/1784650,Petition of W. Allensby for information concerning a reward for the capture of I. Solomon.,,"Solomon, Ikey",2653,1844,,,,,,,,,
CSO22/1/36 file number 1167,,https://stors.tas.gov.au/NI/1784651,"Petition of J Randall for a reward for the apprehension of S Gwilliam, convicted of murder.",,"Solomon, Isaac",1167,1842,,,,,,,,,
CSO22/1/19 file number 800,,https://stors.tas.gov.au/NI/1784653,"Report on the need for repair of the premises occupied as Public Offices, Launceston.",,"Solomon, John Joseph",800,1842,,,,,,,,,
CSO22/1/67 file number 1471,,https://stors.tas.gov.au/NI/1784654,Application for Crown assistance in a case relating to J Solomon and premises in Murray Street.,,"Solomon, Judah",1471,1843,,,,,,,,,
CSO22/1/95 file number 1995,,https://stors.tas.gov.au/NI/1784656,Petitions from various persons for remission of sentences.,,"Somerfield, Samuel",1995,1844,,,,,,,,,
CSO22/1/21 file number 847,,https://stors.tas.gov.au/NI/1784657,Travelling allowance for Somerset to cease with the break-up of the Cleveland Station.,,"Somerset, Henry",847,1842,,,,,,,,,
CSO22/1/58 file number 873,,https://stors.tas.gov.au/NI/1784662,Authority for the transfer of certain Military officers stationed throughout the Colony.,,"Somerset, Henry Charles Capel",873,1842,,,,,,,,,
CSO22/1/97 file number 2019,,https://stors.tas.gov.au/NI/1784664,Application by W Sorell for leave of absence as Registrar of the Supreme Court.,,"Sorell, William",2019,1843,,,,,,,,,
CSO22/1/132 file number 2845,,https://stors.tas.gov.au/NI/1784666,Applications for the position of Commissioner of Insolvent Estates for Hobart.,,"Sorell, William",2845,1845,,,,,,,,,
CSO22/1/84 file number 1811,,https://stors.tas.gov.au/NI/1784668,Payment of fees to E M McDowell for defending H Sparkes and C Campbell charged with murder.,,"Sparkes, Henry",1811,1843,,,,,,,,,
CSO22/1/12 file number 521,,https://stors.tas.gov.au/NI/1784671,Petition of creditors for the release of R.H Sparks.,,"Sparks, Robert, Harry",521,1841,,,,,,,,,
CSO22/1/43 file number 1368,,https://stors.tas.gov.au/NI/1784672,"Application by G Pyle for leave of absence as Inspector of Stock, Launceston.",,"Sparrow, George",1368,1842,,,,,,,,,
CSO22/1/94 file number 1995,,https://stors.tas.gov.au/NI/1784673,Petitions from various persons for remission of sentences.,,"Spencer, Frederick",1995,1844,,,,,,,,,
CSO22/1/109 file number 2354,,https://stors.tas.gov.au/NI/1784674,Petitions by various persons for the admission of their children to the Queen's Orphan Schools.,,"Spencer, George",2354,1844,,,,,,,,,
CSO22/1/31 file number 1123,,https://stors.tas.gov.au/NI/1784675,Payment of account for conveying J Dight from Campbell Town to the Hospital at Hobart.,,"Spencer, James",1123,1842,,,,,,,,,
CSO22/1/111 file number 2427,,https://stors.tas.gov.au/NI/1784677,"Authority for the payment to his widow of all salary due to W Spinks, Javelin Man at Longford.",,"Spinks, William",2427,1844,,,,,,,,,
CSO22/1/60 file number 290,,https://stors.tas.gov.au/NI/1784678,"Proposals for, and introduction of the Probation System.",,"Spode, Josiah",290,1839 to 1841,,,,,,,,,
CSO22/1/78 file number 1693,,https://stors.tas.gov.au/NI/1784679,Application by J Spode for permissioin to continue employing convicts servants.,,"Spode, Josiah",1693,1843,,,,,,,,,
CSO22/1/102 file number 2159,,https://stors.tas.gov.au/NI/1784683,Allowances to the Principal Superintendent and the Superintendent of Prisoners Barracks for Colonial duties to cease.,,"Spode, Josiah",2159,1844,,,,,,,,,
CSO22/1/106 file number 2259,,https://stors.tas.gov.au/NI/1784684,Insructions for the payment of a pension to J Spode on the abolition of the office of Principal Superintendent of Convicts.,,"Spode, Josiah",2259,1844,,,,,,,,,
CSO22/1/75 file number 1650,,https://stors.tas.gov.au/NI/1784685,Report of absconding from the Coal Mines and proposals for more effective methods of prevention of such absconding.,,"Spotswood, J",1650,1843,,,,,,,,,
CSO22/1/64 file number 1239,,https://stors.tas.gov.au/NI/1784686,Report on the need for police to be established at Emu Bay.,,"Sprent, James",1239,1842,,,,,,,,,
CSO22/1/109 file number 2354,,https://stors.tas.gov.au/NI/1784687,Petitions by various persons for the admission of their children to the Queen's Orphan Schools.,,"Sprinks, Helen",2354,1844,,,,,,,,,
CSO22/1/10 file number 406,,https://stors.tas.gov.au/NI/1784690,"Proposals for the erection and administration of a branch Female House of Correction at the Convict Barracks, Brickfields.",,"Sproul, Adam",406,1841,,,,,,,,,
CSO22/1/43 file number 1462,,https://stors.tas.gov.au/NI/1784691,Recommended salary increases for P Kelsh and A Sproul.,,"Sproul, Adam",1462,1843,,,,,,,,,
CSO22/1/56 file number 1464,,https://stors.tas.gov.au/NI/1784698,Proposals for certain alterations in the distribution of the Military force in the Colony.,,"St Maur, Edward",1464,1843,,,,,,,,,
CSO22/1/49 file number 124,,https://stors.tas.gov.au/NI/1784706,Instructions for the better management of the various Courts of Requests.,,"Stanley, George",124,1841,,,,,,,,,
CSO22/1/7 file number 162,,https://stors.tas.gov.au/NI/1784707,"Action against G Woodward, Surveyor, by J Cunningham for trespass.",,"Stanley, J.B",162,1841,,,,,,,,,
CSO22/1/45 file number 5,,https://stors.tas.gov.au/NI/1784708,Petitions and recommendations for the issue of rations to destitute persons.,,"Stanley, Job",5,1841,,,,,,,,,
CSO22/1/96 file number 1995,,https://stors.tas.gov.au/NI/1784709,Petitions from various persons for remission of sentences.,,"Stanley, Samuel",1995,1845,,,,,,,,,
CSO22/1/91 file number 1935,,https://stors.tas.gov.au/NI/1784710,Application by T Stansfield for Government employment.,,"Stansfield, Thomas",1935,1843,,,,,,,,,
CSO22/1/130 file number 2729,,https://stors.tas.gov.au/NI/1784711,Request from England for information relating to H Stanton.,,"Stanton, Henry",2729,1844,,,,,,,,,
CSO22/1/7 file number 216,,https://stors.tas.gov.au/NI/1784712,Instructions for the conveyance of newly arrived female prisoners to Launceston.,,"Stead, William",216,1841,,,,,,,,,
CSO22/1/10 file number 406,,https://stors.tas.gov.au/NI/1784713,"Proposals for the erection and administration of a branch Female House of Correction at the Convict Barracks, Brickfields.",,"Stead, William",406,1841,,,,,,,,,
CSO22/1/24 file number 1299|CSO22/1/24 file number 1300,|,https://stors.tas.gov.au/NI/1784714,Petitions from certain persons for remission of sentences.,,"Steele, Anthony","1299, 1300",1842,,,,,,,,,
CSO22/1/2 file number 273,,https://stors.tas.gov.au/NI/1784716,Arrangements for S Stephen to conduct Supreme Court cases to assist the Attorney General.,,"Stephen, Sidney",273,1841,,,,,,,,,
